-1.4967	0.91053
-0.79192	-0.85681
-0.11345	-0.37726
0.79533	0.49542
-1.6956	0.74004
-0.55902	1.4513
1.9363	-0.76788
1.5652	-1.8875
0.81075	-0.51881
0.36654	0.01577
-1.7438	1.3765
-0.23774	0.22388
0.9739	1.0003
1.0115	-0.84586
-0.87611	-0.17692
-2.2283	2.5373
-0.50433	-2.1338
-0.12037	0.43506
0.20083	0.021716
1.9077	-1.7042
1.3484	0.28529
0.673	0.95513
-2.42	-1.5601
-0.19415	0.022935
0.95968	-0.33199
-0.084342	-1.2854
0.91922	-0.37607
-1.147	1.4427
1.7048	-2.8123
-0.50244	-0.46867
-0.064935	0.63967
2.2322	-1.7619
0.95847	-0.7074
-0.9471	-0.43081
-1.1184	0.56192
1.583	0.72511
1.0561	-1.3246
-0.38841	1.3885
0.52032	0.76735
-0.0094294	0.68797
0.52673	0.36767
-0.054728	0.21363
-0.25782	0.11319
-0.98638	-1.4834
0.8537	0.79059
-0.72565	-0.093113
1.9608	1.0547
0.51945	-0.39356
-0.41488	0.72988
0.43262	0.18721
-0.23587	-0.0011957
-0.6626	-0.35502
0.80387	0.74089
-0.29235	-0.7614
-1.1238	0.77598
0.53197	0.0072228
1.23	1.4912
-2.3893	-1.0026
-0.031308	1.123
0.050974	0.48943
-2.072	1.7301
-0.94139	-1.4667
-0.34318	-0.29627
0.86853	0.13488
0.31345	0.46867
1.9289	0.94687
0.20966	-0.92586
-0.27414	-0.6523
0.19076	-0.60569
-0.74148	-0.0012224
-0.89088	0.33231
-0.47684	0.75713
1.2584	-2.1418
-1.0294	1.3879
-1.3756	1.3582
0.43672	-0.4634
0.37261	-0.03808
-1.2915	1.3381
0.85625	0.53513
0.38049	1.0441
0.068102	0.6314
0.22997	-0.23538
-0.71333	-1.0712
1.4936	1.2666
0.57873	0.23737
-0.61033	-0.17757
0.14715	0.28962
0.051954	-0.034111
-0.27878	-0.24787
-0.73354	-0.10626
0.47823	0.42103
-0.34063	1.381
0.82517	0.73047
-0.388	0.53543
-0.064605	0.30466
0.51864	-0.39252
0.38488	0.90426
-0.98621	1.2305
0.085884	-0.98802
-0.88509	-1.1617
1.1597	-1.2949
1.641	-0.95769
-0.052137	-0.81317
-1.2084	-0.85061
0.71932	-1.0189
2.0039	1.4695
0.15331	0.9515
-0.96827	0.70104
-0.9608	-0.62999
0.15752	0.58466
0.060661	0.61208
2.1657	-2.2453
-0.52926	-0.68029
0.00074324	-0.26168
-0.76786	0.41252
0.1274	0.059634
1.6978	-1.0289
0.43613	-0.59038
0.44793	0.13757
1.7352	2.1381
0.26754	0.47993
0.70077	0.45049
0.30959	0.15835
0.45631	-0.80701
-1.7674	0.67385
1.5659	1.2536
-0.41181	-0.4332
0.36848	1.2429
0.6178	-0.47852
-1.4809	-1.4138
-0.74354	0.62621
0.21653	0.90909
-1.2579	0.90762
1.5145	-1.7482
-3.961	3.5102
-1.0105	0.17832
1.3747	1.1705
0.040008	-0.26046
1.1631	0.4047
1.6806	-0.52385
0.17015	0.11743
0.4992	-0.62321
0.96056	-0.25768
1.5628	-1.0005
-0.090549	0.60476
0.0087483	1.0132
-0.16411	-0.43434
1.1183	-1.5538
-0.18481	0.35717
1.3163	1.8064
-1.7902	2.4951
-1.239	-0.28941
0.30057	1.3361
0.76914	-0.25288
1.1399	0.40503
0.41031	0.51855
-0.67082	0.98585
1.1295	-1.8722
-1.7663	1.0096
1.6967	0.9828
0.51376	-1.5295
0.36205	-0.26481
-0.18133	0.18962
-1.0832	1.0585
0.019388	-0.58081
0.54481	0.22388
-1.148	0.32116
-2.12	-2.0196
0.054228	-0.084015
0.67652	0.75147
1.2879	1.7574
-0.76752	0.60467
-0.79349	-1.242
-0.57966	-0.55388
-0.012591	0.39188
-0.23315	-0.18037
-1.312	-0.92442
-0.20783	-0.42404
